,receps,object,scores
3425,Towel,LightSwitch,1
3426,Vase,LightSwitch,1
3427,Watch,LightSwitch,1
3428,WateringCan,LightSwitch,1
3429,WineBottle,LightSwitch,1
3430,ArmChair,Mug,1
3431,BathtubBasin,Mug,1
3432,Bed,Mug,1
3433,Cabinet,Mug,1
3434,Cart,Mug,1
3435,CoffeeMachine,Mug,1
3436,CoffeeTable,Mug,1
3437,CounterTop,Mug,1
3438,Desk,Mug,1
3439,DiningTable,Mug,1
3440,Drawer,Mug,1
3441,Dresser,Mug,1
3442,Fridge,Mug,1
3443,GarbageCan,Mug,1
3444,Microwave,Mug,1
3445,Ottoman,Mug,1
3446,Safe,Mug,1
3447,Shelf,Mug,1
3448,SideTable,Mug,1
3449,SinkBasin,Mug,1
3450,Sofa,Mug,1
3451,StoveBurner,Mug,1
3452,TVStand,Mug,1
3453,Toilet,Mug,1
3454,AlarmClock,Mug,1
3455,Apple,Mug,1
3456,AppleSliced,Mug,1
3457,BaseballBat,Mug,1
3458,BasketBall,Mug,1
3459,Book,Mug,1
3460,Bowl,Mug,1
3461,Box,Mug,1
3462,Bread,Mug,1
3463,BreadSliced,Mug,1
3464,ButterKnife,Mug,1
3465,CD,Mug,1
3466,Candle,Mug,1
3467,CellPhone,Mug,1
3468,Cloth,Mug,1
3469,CreditCard,Mug,1
3470,Cup,Mug,1
3471,DeskLamp,Mug,1
3472,DishSponge,Mug,1
3473,Egg,Mug,1
3474,Faucet,Mug,1
3475,FloorLamp,Mug,1
3476,Fork,Mug,1
3477,Glassbottle,Mug,1
3478,HandTowel,Mug,1
3479,HousePlant,Mug,1
3480,Kettle,Mug,1
3481,KeyChain,Mug,1
3482,Knife,Mug,1
3483,Ladle,Mug,1
3484,Laptop,Mug,1
3485,LaundryHamperLid,Mug,1
3486,Lettuce,Mug,1
3487,LettuceSliced,Mug,1
3488,LightSwitch,Mug,1
3489,Mug,Mug,1
3490,Newspaper,Mug,1
3491,Pan,Mug,1
3492,PaperTowel,Mug,1
3493,PaperTowelRoll,Mug,1
3494,Pen,Mug,1
3495,Pencil,Mug,1
3496,PepperShaker,Mug,1
3497,Pillow,Mug,1
3498,Plate,Mug,1
3499,Plunger,Mug,1
3500,Pot,Mug,1
3501,Potato,Mug,1
3502,PotatoSliced,Mug,1
3503,RemoteControl,Mug,1
3504,SaltShaker,Mug,1
3505,ScrubBrush,Mug,1
3506,ShowerDoor,Mug,1
3507,SoapBar,Mug,1
3508,SoapBottle,Mug,1
3509,Spatula,Mug,1
3510,Spoon,Mug,1
3511,SprayBottle,Mug,1
3512,Statue,Mug,1
3513,StoveKnob,Mug,1
3514,TeddyBear,Mug,1
3515,Television,Mug,1
3516,TennisRacket,Mug,1
3517,TissueBox,Mug,1
3518,ToiletPaper,Mug,1
3519,ToiletPaperHanger,Mug,1
3520,ToiletPaperRoll,Mug,1
3521,Tomato,Mug,1
3522,TomatoSliced,Mug,1
3523,Towel,Mug,1
3524,Vase,Mug,1
3525,Watch,Mug,1
3526,WateringCan,Mug,1
3527,WineBottle,Mug,1
3528,ArmChair,Newspaper,1
3529,BathtubBasin,Newspaper,1
3530,Bed,Newspaper,1
3531,Cabinet,Newspaper,1
3532,Cart,Newspaper,1
3533,CoffeeMachine,Newspaper,1
3534,CoffeeTable,Newspaper,1
3535,CounterTop,Newspaper,1
3536,Desk,Newspaper,1
3537,DiningTable,Newspaper,1
3538,Drawer,Newspaper,1
3539,Dresser,Newspaper,1
3540,Fridge,Newspaper,1
3541,GarbageCan,Newspaper,1
3542,Microwave,Newspaper,1
3543,Ottoman,Newspaper,1
3544,Safe,Newspaper,1
3545,Shelf,Newspaper,1
3546,SideTable,Newspaper,1
3547,SinkBasin,Newspaper,1
3548,Sofa,Newspaper,1
3549,StoveBurner,Newspaper,1
3550,TVStand,Newspaper,1
3551,Toilet,Newspaper,1
3552,AlarmClock,Newspaper,1
3553,Apple,Newspaper,1
3554,AppleSliced,Newspaper,1
3555,BaseballBat,Newspaper,1
3556,BasketBall,Newspaper,1
3557,Book,Newspaper,1
3558,Bowl,Newspaper,1
3559,Box,Newspaper,1
3560,Bread,Newspaper,1
3561,BreadSliced,Newspaper,1
3562,ButterKnife,Newspaper,1
3563,CD,Newspaper,1
3564,Candle,Newspaper,1
3565,CellPhone,Newspaper,1
3566,Cloth,Newspaper,1
3567,CreditCard,Newspaper,1
3568,Cup,Newspaper,1
3569,DeskLamp,Newspaper,1
3570,DishSponge,Newspaper,1
3571,Egg,Newspaper,1
3572,Faucet,Newspaper,1
3573,FloorLamp,Newspaper,1
3574,Fork,Newspaper,1
3575,Glassbottle,Newspaper,1
3576,HandTowel,Newspaper,1
3577,HousePlant,Newspaper,1
3578,Kettle,Newspaper,1
3579,KeyChain,Newspaper,1
3580,Knife,Newspaper,1
3581,Ladle,Newspaper,1
3582,Laptop,Newspaper,1
3583,LaundryHamperLid,Newspaper,1
3584,Lettuce,Newspaper,1
3585,LettuceSliced,Newspaper,1
3586,LightSwitch,Newspaper,1
3587,Mug,Newspaper,1
3588,Newspaper,Newspaper,1
3589,Pan,Newspaper,1
3590,PaperTowel,Newspaper,1
3591,PaperTowelRoll,Newspaper,1
3592,Pen,Newspaper,1
3593,Pencil,Newspaper,1
3594,PepperShaker,Newspaper,1
3595,Pillow,Newspaper,1
3596,Plate,Newspaper,1
3597,Plunger,Newspaper,1
3598,Pot,Newspaper,1
3599,Potato,Newspaper,1
3600,PotatoSliced,Newspaper,1
3601,RemoteControl,Newspaper,1
3602,SaltShaker,Newspaper,1
3603,ScrubBrush,Newspaper,1
3604,ShowerDoor,Newspaper,1
3605,SoapBar,Newspaper,1
3606,SoapBottle,Newspaper,1
3607,Spatula,Newspaper,1
3608,Spoon,Newspaper,1
3609,SprayBottle,Newspaper,1
3610,Statue,Newspaper,1
3611,StoveKnob,Newspaper,1
3612,TeddyBear,Newspaper,1
3613,Television,Newspaper,1
3614,TennisRacket,Newspaper,1
3615,TissueBox,Newspaper,1
3616,ToiletPaper,Newspaper,1
3617,ToiletPaperHanger,Newspaper,1
3618,ToiletPaperRoll,Newspaper,1
3619,Tomato,Newspaper,1
3620,TomatoSliced,Newspaper,1
3621,Towel,Newspaper,1
3622,Vase,Newspaper,1
3623,Watch,Newspaper,1
3624,WateringCan,Newspaper,1
3625,WineBottle,Newspaper,1
3626,ArmChair,Pan,1
3627,BathtubBasin,Pan,1
3628,Bed,Pan,1
3629,Cabinet,Pan,1
3630,Cart,Pan,1
3631,CoffeeMachine,Pan,1
3632,CoffeeTable,Pan,1
3633,CounterTop,Pan,1
3634,Desk,Pan,1
3635,DiningTable,Pan,1
3636,Drawer,Pan,1
3637,Dresser,Pan,1
3638,Fridge,Pan,1
3639,GarbageCan,Pan,1
3640,Microwave,Pan,1
3641,Ottoman,Pan,1
3642,Safe,Pan,1
3643,Shelf,Pan,1
3644,SideTable,Pan,1
3645,SinkBasin,Pan,1
3646,Sofa,Pan,1
3647,StoveBurner,Pan,1
3648,TVStand,Pan,1
3649,Toilet,Pan,1
3650,AlarmClock,Pan,1
3651,Apple,Pan,1
3652,AppleSliced,Pan,1
3653,BaseballBat,Pan,1
3654,BasketBall,Pan,1
3655,Book,Pan,1
3656,Bowl,Pan,1
3657,Box,Pan,1
3658,Bread,Pan,1
3659,BreadSliced,Pan,1
3660,ButterKnife,Pan,1
3661,CD,Pan,1
3662,Candle,Pan,1
3663,CellPhone,Pan,1
3664,Cloth,Pan,1
3665,CreditCard,Pan,1
3666,Cup,Pan,1
3667,DeskLamp,Pan,1
3668,DishSponge,Pan,1
3669,Egg,Pan,1
3670,Faucet,Pan,1
3671,FloorLamp,Pan,1
3672,Fork,Pan,1
3673,Glassbottle,Pan,1
3674,HandTowel,Pan,1
3675,HousePlant,Pan,1
3676,Kettle,Pan,1
3677,KeyChain,Pan,1
3678,Knife,Pan,1
3679,Ladle,Pan,1
3680,Laptop,Pan,1
3681,LaundryHamperLid,Pan,1
3682,Lettuce,Pan,1
3683,LettuceSliced,Pan,1
3684,LightSwitch,Pan,1
3685,Mug,Pan,1
3686,Newspaper,Pan,1
3687,Pan,Pan,1
3688,PaperTowel,Pan,1
3689,PaperTowelRoll,Pan,1
3690,Pen,Pan,1
3691,Pencil,Pan,1
3692,PepperShaker,Pan,1
3693,Pillow,Pan,1
3694,Plate,Pan,1
3695,Plunger,Pan,1
3696,Pot,Pan,1
3697,Potato,Pan,1
3698,PotatoSliced,Pan,1
3699,RemoteControl,Pan,1
3700,SaltShaker,Pan,1
3701,ScrubBrush,Pan,1
3702,ShowerDoor,Pan,1
3703,SoapBar,Pan,1
3704,SoapBottle,Pan,1
3705,Spatula,Pan,1
3706,Spoon,Pan,1
3707,SprayBottle,Pan,1
3708,Statue,Pan,1
3709,StoveKnob,Pan,1
3710,TeddyBear,Pan,1
3711,Television,Pan,1
3712,TennisRacket,Pan,1
3713,TissueBox,Pan,1
3714,ToiletPaper,Pan,1
3715,ToiletPaperHanger,Pan,1
3716,ToiletPaperRoll,Pan,1
3717,Tomato,Pan,1
3718,TomatoSliced,Pan,1
3719,Towel,Pan,1
3720,Vase,Pan,1
3721,Watch,Pan,1
3722,WateringCan,Pan,1
3723,WineBottle,Pan,1
3724,ArmChair,PaperTowel,1
3725,BathtubBasin,PaperTowel,1
3726,Bed,PaperTowel,1
3727,Cabinet,PaperTowel,1
3728,Cart,PaperTowel,1
3729,CoffeeMachine,PaperTowel,1
3730,CoffeeTable,PaperTowel,1
3731,CounterTop,PaperTowel,1
3732,Desk,PaperTowel,1
3733,DiningTable,PaperTowel,1
3734,Drawer,PaperTowel,1
3735,Dresser,PaperTowel,1
3736,Fridge,PaperTowel,1
3737,GarbageCan,PaperTowel,1
3738,Microwave,PaperTowel,1
3739,Ottoman,PaperTowel,1
3740,Safe,PaperTowel,1
3741,Shelf,PaperTowel,1
3742,SideTable,PaperTowel,1
3743,SinkBasin,PaperTowel,1
3744,Sofa,PaperTowel,1
3745,StoveBurner,PaperTowel,1
3746,TVStand,PaperTowel,1
3747,Toilet,PaperTowel,1
3748,AlarmClock,PaperTowel,1
3749,Apple,PaperTowel,1
3750,AppleSliced,PaperTowel,1
3751,BaseballBat,PaperTowel,1
3752,BasketBall,PaperTowel,1
3753,Book,PaperTowel,1
3754,Bowl,PaperTowel,1
3755,Box,PaperTowel,1
3756,Bread,PaperTowel,1
3757,BreadSliced,PaperTowel,1
3758,ButterKnife,PaperTowel,1
3759,CD,PaperTowel,1
3760,Candle,PaperTowel,1
3761,CellPhone,PaperTowel,1
3762,Cloth,PaperTowel,1
3763,CreditCard,PaperTowel,1
3764,Cup,PaperTowel,1
3765,DeskLamp,PaperTowel,1
3766,DishSponge,PaperTowel,1
3767,Egg,PaperTowel,1
3768,Faucet,PaperTowel,1
3769,FloorLamp,PaperTowel,1
3770,Fork,PaperTowel,1
3771,Glassbottle,PaperTowel,1
3772,HandTowel,PaperTowel,1
3773,HousePlant,PaperTowel,1
3774,Kettle,PaperTowel,1
3775,KeyChain,PaperTowel,1
3776,Knife,PaperTowel,1
3777,Ladle,PaperTowel,1
3778,Laptop,PaperTowel,1
3779,LaundryHamperLid,PaperTowel,1
3780,Lettuce,PaperTowel,1
3781,LettuceSliced,PaperTowel,1
3782,LightSwitch,PaperTowel,1
3783,Mug,PaperTowel,1
3784,Newspaper,PaperTowel,1
3785,Pan,PaperTowel,1
3786,PaperTowel,PaperTowel,1
3787,PaperTowelRoll,PaperTowel,1
3788,Pen,PaperTowel,1
3789,Pencil,PaperTowel,1
3790,PepperShaker,PaperTowel,1
3791,Pillow,PaperTowel,1
3792,Plate,PaperTowel,1
3793,Plunger,PaperTowel,1
3794,Pot,PaperTowel,1
3795,Potato,PaperTowel,1
3796,PotatoSliced,PaperTowel,1
3797,RemoteControl,PaperTowel,1
3798,SaltShaker,PaperTowel,1
3799,ScrubBrush,PaperTowel,1
3800,ShowerDoor,PaperTowel,1
3801,SoapBar,PaperTowel,1
3802,SoapBottle,PaperTowel,1
3803,Spatula,PaperTowel,1
3804,Spoon,PaperTowel,1
3805,SprayBottle,PaperTowel,1
3806,Statue,PaperTowel,1
3807,StoveKnob,PaperTowel,1
3808,TeddyBear,PaperTowel,1
3809,Television,PaperTowel,1
3810,TennisRacket,PaperTowel,1
3811,TissueBox,PaperTowel,1
3812,ToiletPaper,PaperTowel,1
3813,ToiletPaperHanger,PaperTowel,1
3814,ToiletPaperRoll,PaperTowel,1
3815,Tomato,PaperTowel,1
3816,TomatoSliced,PaperTowel,1
3817,Towel,PaperTowel,1
3818,Vase,PaperTowel,1
3819,Watch,PaperTowel,1
3820,WateringCan,PaperTowel,1
3821,WineBottle,PaperTowel,1
3822,ArmChair,PaperTowelRoll,1
3823,BathtubBasin,PaperTowelRoll,1
3824,Bed,PaperTowelRoll,1
3825,Cabinet,PaperTowelRoll,1
3826,Cart,PaperTowelRoll,1
3827,CoffeeMachine,PaperTowelRoll,1
3828,CoffeeTable,PaperTowelRoll,1
3829,CounterTop,PaperTowelRoll,1
3830,Desk,PaperTowelRoll,1
3831,DiningTable,PaperTowelRoll,1
3832,Drawer,PaperTowelRoll,1
3833,Dresser,PaperTowelRoll,1
3834,Fridge,PaperTowelRoll,1
3835,GarbageCan,PaperTowelRoll,1
3836,Microwave,PaperTowelRoll,1
3837,Ottoman,PaperTowelRoll,1
3838,Safe,PaperTowelRoll,1
3839,Shelf,PaperTowelRoll,1
3840,SideTable,PaperTowelRoll,1
3841,SinkBasin,PaperTowelRoll,1
3842,Sofa,PaperTowelRoll,1
3843,StoveBurner,PaperTowelRoll,1
3844,TVStand,PaperTowelRoll,1
3845,Toilet,PaperTowelRoll,1
3846,AlarmClock,PaperTowelRoll,1
3847,Apple,PaperTowelRoll,1
3848,AppleSliced,PaperTowelRoll,1
3849,BaseballBat,PaperTowelRoll,1
3850,BasketBall,PaperTowelRoll,1
3851,Book,PaperTowelRoll,1
3852,Bowl,PaperTowelRoll,1
3853,Box,PaperTowelRoll,1
3854,Bread,PaperTowelRoll,1
3855,BreadSliced,PaperTowelRoll,1
3856,ButterKnife,PaperTowelRoll,1
3857,CD,PaperTowelRoll,1
3858,Candle,PaperTowelRoll,1
3859,CellPhone,PaperTowelRoll,1
3860,Cloth,PaperTowelRoll,1
3861,CreditCard,PaperTowelRoll,1
3862,Cup,PaperTowelRoll,1
3863,DeskLamp,PaperTowelRoll,1
3864,DishSponge,PaperTowelRoll,1
3865,Egg,PaperTowelRoll,1
3866,Faucet,PaperTowelRoll,1
3867,FloorLamp,PaperTowelRoll,1
3868,Fork,PaperTowelRoll,1
3869,Glassbottle,PaperTowelRoll,1
3870,HandTowel,PaperTowelRoll,1
3871,HousePlant,PaperTowelRoll,1
3872,Kettle,PaperTowelRoll,1
3873,KeyChain,PaperTowelRoll,1
3874,Knife,PaperTowelRoll,1
3875,Ladle,PaperTowelRoll,1
3876,Laptop,PaperTowelRoll,1
3877,LaundryHamperLid,PaperTowelRoll,1
3878,Lettuce,PaperTowelRoll,1
3879,LettuceSliced,PaperTowelRoll,1
3880,LightSwitch,PaperTowelRoll,1
3881,Mug,PaperTowelRoll,1
3882,Newspaper,PaperTowelRoll,1
3883,Pan,PaperTowelRoll,1
3884,PaperTowel,PaperTowelRoll,1
3885,PaperTowelRoll,PaperTowelRoll,1
3886,Pen,PaperTowelRoll,1
3887,Pencil,PaperTowelRoll,1
3888,PepperShaker,PaperTowelRoll,1
3889,Pillow,PaperTowelRoll,1
3890,Plate,PaperTowelRoll,1
3891,Plunger,PaperTowelRoll,1
3892,Pot,PaperTowelRoll,1
3893,Potato,PaperTowelRoll,1
3894,PotatoSliced,PaperTowelRoll,1
3895,RemoteControl,PaperTowelRoll,1
3896,SaltShaker,PaperTowelRoll,1
3897,ScrubBrush,PaperTowelRoll,1
3898,ShowerDoor,PaperTowelRoll,1
3899,SoapBar,PaperTowelRoll,1
3900,SoapBottle,PaperTowelRoll,1
3901,Spatula,PaperTowelRoll,1
3902,Spoon,PaperTowelRoll,1
3903,SprayBottle,PaperTowelRoll,1
3904,Statue,PaperTowelRoll,1
3905,StoveKnob,PaperTowelRoll,1
3906,TeddyBear,PaperTowelRoll,1
3907,Television,PaperTowelRoll,1
3908,TennisRacket,PaperTowelRoll,1
3909,TissueBox,PaperTowelRoll,1
3910,ToiletPaper,PaperTowelRoll,1
3911,ToiletPaperHanger,PaperTowelRoll,1
3912,ToiletPaperRoll,PaperTowelRoll,1
3913,Tomato,PaperTowelRoll,1
3914,TomatoSliced,PaperTowelRoll,1
3915,Towel,PaperTowelRoll,1
3916,Vase,PaperTowelRoll,1
3917,Watch,PaperTowelRoll,1
3918,WateringCan,PaperTowelRoll,1
3919,WineBottle,PaperTowelRoll,1
3920,ArmChair,Pen,1
3921,BathtubBasin,Pen,1
3922,Bed,Pen,1
3923,Cabinet,Pen,1
3924,Cart,Pen,1
3925,CoffeeMachine,Pen,1
3926,CoffeeTable,Pen,1
3927,CounterTop,Pen,1
3928,Desk,Pen,1
3929,DiningTable,Pen,1
3930,Drawer,Pen,1
3931,Dresser,Pen,1
3932,Fridge,Pen,1
3933,GarbageCan,Pen,1
3934,Microwave,Pen,1
3935,Ottoman,Pen,1
3936,Safe,Pen,1
3937,Shelf,Pen,1
3938,SideTable,Pen,1
3939,SinkBasin,Pen,1
3940,Sofa,Pen,1
3941,StoveBurner,Pen,1
3942,TVStand,Pen,1
3943,Toilet,Pen,1
3944,AlarmClock,Pen,1
3945,Apple,Pen,1
3946,AppleSliced,Pen,1
3947,BaseballBat,Pen,1
3948,BasketBall,Pen,1
3949,Book,Pen,1
3950,Bowl,Pen,1
3951,Box,Pen,1
3952,Bread,Pen,1
3953,BreadSliced,Pen,1
3954,ButterKnife,Pen,1
3955,CD,Pen,1
3956,Candle,Pen,1
3957,CellPhone,Pen,1
3958,Cloth,Pen,1
3959,CreditCard,Pen,1
3960,Cup,Pen,1
3961,DeskLamp,Pen,1
3962,DishSponge,Pen,1
3963,Egg,Pen,1
3964,Faucet,Pen,1
3965,FloorLamp,Pen,1
3966,Fork,Pen,1
3967,Glassbottle,Pen,1
3968,HandTowel,Pen,1
3969,HousePlant,Pen,1
3970,Kettle,Pen,1
3971,KeyChain,Pen,1
3972,Knife,Pen,1
3973,Ladle,Pen,1
3974,Laptop,Pen,1
3975,LaundryHamperLid,Pen,1
3976,Lettuce,Pen,1
3977,LettuceSliced,Pen,1
3978,LightSwitch,Pen,1
3979,Mug,Pen,1
3980,Newspaper,Pen,1
3981,Pan,Pen,1
3982,PaperTowel,Pen,1
3983,PaperTowelRoll,Pen,1
3984,Pen,Pen,1
3985,Pencil,Pen,1
3986,PepperShaker,Pen,1
3987,Pillow,Pen,1
3988,Plate,Pen,1
3989,Plunger,Pen,1
3990,Pot,Pen,1
3991,Potato,Pen,1
3992,PotatoSliced,Pen,1
3993,RemoteControl,Pen,1
3994,SaltShaker,Pen,1
3995,ScrubBrush,Pen,1
3996,ShowerDoor,Pen,1
3997,SoapBar,Pen,1
3998,SoapBottle,Pen,1
3999,Spatula,Pen,1
4000,Spoon,Pen,1
4001,SprayBottle,Pen,1
4002,Statue,Pen,1
4003,StoveKnob,Pen,1
4004,TeddyBear,Pen,1
4005,Television,Pen,1
4006,TennisRacket,Pen,1
4007,TissueBox,Pen,1
4008,ToiletPaper,Pen,1
4009,ToiletPaperHanger,Pen,1
4010,ToiletPaperRoll,Pen,1
4011,Tomato,Pen,1
4012,TomatoSliced,Pen,1
4013,Towel,Pen,1
4014,Vase,Pen,1
4015,Watch,Pen,1
4016,WateringCan,Pen,1
4017,WineBottle,Pen,1
4018,ArmChair,Pencil,1
4019,BathtubBasin,Pencil,1
4020,Bed,Pencil,1
4021,Cabinet,Pencil,1
4022,Cart,Pencil,1
4023,CoffeeMachine,Pencil,1
4024,CoffeeTable,Pencil,1
4025,CounterTop,Pencil,1
4026,Desk,Pencil,1
4027,DiningTable,Pencil,1
4028,Drawer,Pencil,1
4029,Dresser,Pencil,1
4030,Fridge,Pencil,1
4031,GarbageCan,Pencil,1
4032,Microwave,Pencil,1
4033,Ottoman,Pencil,1
4034,Safe,Pencil,1
4035,Shelf,Pencil,1
4036,SideTable,Pencil,1
4037,SinkBasin,Pencil,1
4038,Sofa,Pencil,1
4039,StoveBurner,Pencil,1
4040,TVStand,Pencil,1
4041,Toilet,Pencil,1
4042,AlarmClock,Pencil,1
4043,Apple,Pencil,1
4044,AppleSliced,Pencil,1
4045,BaseballBat,Pencil,1
4046,BasketBall,Pencil,1
4047,Book,Pencil,1
4048,Bowl,Pencil,1
4049,Box,Pencil,1
4050,Bread,Pencil,1
4051,BreadSliced,Pencil,1
4052,ButterKnife,Pencil,1
4053,CD,Pencil,1
4054,Candle,Pencil,1
4055,CellPhone,Pencil,1
4056,Cloth,Pencil,1
4057,CreditCard,Pencil,1
4058,Cup,Pencil,1
4059,DeskLamp,Pencil,1
4060,DishSponge,Pencil,1
4061,Egg,Pencil,1
4062,Faucet,Pencil,1
4063,FloorLamp,Pencil,1
4064,Fork,Pencil,1
4065,Glassbottle,Pencil,1
4066,HandTowel,Pencil,1
4067,HousePlant,Pencil,1
4068,Kettle,Pencil,1
4069,KeyChain,Pencil,1
4070,Knife,Pencil,1
4071,Ladle,Pencil,1
4072,Laptop,Pencil,1
4073,LaundryHamperLid,Pencil,1
4074,Lettuce,Pencil,1
4075,LettuceSliced,Pencil,1
4076,LightSwitch,Pencil,1
4077,Mug,Pencil,1
4078,Newspaper,Pencil,1
4079,Pan,Pencil,1
4080,PaperTowel,Pencil,1
4081,PaperTowelRoll,Pencil,1
4082,Pen,Pencil,1
4083,Pencil,Pencil,1
4084,PepperShaker,Pencil,1
4085,Pillow,Pencil,1
4086,Plate,Pencil,1
4087,Plunger,Pencil,1
4088,Pot,Pencil,1
4089,Potato,Pencil,1
4090,PotatoSliced,Pencil,1
4091,RemoteControl,Pencil,1
4092,SaltShaker,Pencil,1
4093,ScrubBrush,Pencil,1
4094,ShowerDoor,Pencil,1
4095,SoapBar,Pencil,1
4096,SoapBottle,Pencil,1
4097,Spatula,Pencil,1
4098,Spoon,Pencil,1
4099,SprayBottle,Pencil,1
4100,Statue,Pencil,1
4101,StoveKnob,Pencil,1
4102,TeddyBear,Pencil,1
4103,Television,Pencil,1
4104,TennisRacket,Pencil,1
4105,TissueBox,Pencil,1
4106,ToiletPaper,Pencil,1
4107,ToiletPaperHanger,Pencil,1
4108,ToiletPaperRoll,Pencil,1
4109,Tomato,Pencil,1
4110,TomatoSliced,Pencil,1
4111,Towel,Pencil,1
4112,Vase,Pencil,1
4113,Watch,Pencil,1
4114,WateringCan,Pencil,1
4115,WineBottle,Pencil,1
4116,ArmChair,PepperShaker,1
4117,BathtubBasin,PepperShaker,1
4118,Bed,PepperShaker,1
4119,Cabinet,PepperShaker,1
4120,Cart,PepperShaker,1
4121,CoffeeMachine,PepperShaker,1
4122,CoffeeTable,PepperShaker,1
4123,CounterTop,PepperShaker,1
4124,Desk,PepperShaker,1
4125,DiningTable,PepperShaker,1
4126,Drawer,PepperShaker,1
4127,Dresser,PepperShaker,1
4128,Fridge,PepperShaker,1
4129,GarbageCan,PepperShaker,1
4130,Microwave,PepperShaker,1
4131,Ottoman,PepperShaker,1
4132,Safe,PepperShaker,1
4133,Shelf,PepperShaker,1
4134,SideTable,PepperShaker,1
4135,SinkBasin,PepperShaker,1
4136,Sofa,PepperShaker,1
4137,StoveBurner,PepperShaker,1
4138,TVStand,PepperShaker,1
4139,Toilet,PepperShaker,1
4140,AlarmClock,PepperShaker,1
4141,Apple,PepperShaker,1
4142,AppleSliced,PepperShaker,1
4143,BaseballBat,PepperShaker,1
4144,BasketBall,PepperShaker,1
4145,Book,PepperShaker,1
4146,Bowl,PepperShaker,1
4147,Box,PepperShaker,1
4148,Bread,PepperShaker,1
4149,BreadSliced,PepperShaker,1
4150,ButterKnife,PepperShaker,1
4151,CD,PepperShaker,1
4152,Candle,PepperShaker,1
4153,CellPhone,PepperShaker,1
4154,Cloth,PepperShaker,1
4155,CreditCard,PepperShaker,1
4156,Cup,PepperShaker,1
4157,DeskLamp,PepperShaker,1
4158,DishSponge,PepperShaker,1
4159,Egg,PepperShaker,1
4160,Faucet,PepperShaker,1
4161,FloorLamp,PepperShaker,1
4162,Fork,PepperShaker,1
4163,Glassbottle,PepperShaker,1
4164,HandTowel,PepperShaker,1
4165,HousePlant,PepperShaker,1
4166,Kettle,PepperShaker,1
4167,KeyChain,PepperShaker,1
4168,Knife,PepperShaker,1
4169,Ladle,PepperShaker,1
4170,Laptop,PepperShaker,1
4171,LaundryHamperLid,PepperShaker,1
4172,Lettuce,PepperShaker,1
4173,LettuceSliced,PepperShaker,1
4174,LightSwitch,PepperShaker,1
4175,Mug,PepperShaker,1
4176,Newspaper,PepperShaker,1
4177,Pan,PepperShaker,1
4178,PaperTowel,PepperShaker,1
4179,PaperTowelRoll,PepperShaker,1
4180,Pen,PepperShaker,1
4181,Pencil,PepperShaker,1
4182,PepperShaker,PepperShaker,1
4183,Pillow,PepperShaker,1
4184,Plate,PepperShaker,1
4185,Plunger,PepperShaker,1
4186,Pot,PepperShaker,1
4187,Potato,PepperShaker,1
4188,PotatoSliced,PepperShaker,1
4189,RemoteControl,PepperShaker,1
4190,SaltShaker,PepperShaker,1
4191,ScrubBrush,PepperShaker,1
4192,ShowerDoor,PepperShaker,1
4193,SoapBar,PepperShaker,1
4194,SoapBottle,PepperShaker,1
4195,Spatula,PepperShaker,1
4196,Spoon,PepperShaker,1
4197,SprayBottle,PepperShaker,1
4198,Statue,PepperShaker,1
4199,StoveKnob,PepperShaker,1
4200,TeddyBear,PepperShaker,1
4201,Television,PepperShaker,1
4202,TennisRacket,PepperShaker,1
4203,TissueBox,PepperShaker,1
4204,ToiletPaper,PepperShaker,1
4205,ToiletPaperHanger,PepperShaker,1
4206,ToiletPaperRoll,PepperShaker,1
4207,Tomato,PepperShaker,1
4208,TomatoSliced,PepperShaker,1
4209,Towel,PepperShaker,1
4210,Vase,PepperShaker,1
4211,Watch,PepperShaker,1
4212,WateringCan,PepperShaker,1
4213,WineBottle,PepperShaker,1
4214,ArmChair,Pillow,1
4215,BathtubBasin,Pillow,1
4216,Bed,Pillow,1
4217,Cabinet,Pillow,1
4218,Cart,Pillow,1
4219,CoffeeMachine,Pillow,1
4220,CoffeeTable,Pillow,1
4221,CounterTop,Pillow,1
4222,Desk,Pillow,1
4223,DiningTable,Pillow,1
4224,Drawer,Pillow,1
4225,Dresser,Pillow,1
4226,Fridge,Pillow,1
4227,GarbageCan,Pillow,1
4228,Microwave,Pillow,1
4229,Ottoman,Pillow,1
4230,Safe,Pillow,1
4231,Shelf,Pillow,1
4232,SideTable,Pillow,1
4233,SinkBasin,Pillow,1
4234,Sofa,Pillow,1
4235,StoveBurner,Pillow,1
4236,TVStand,Pillow,1
4237,Toilet,Pillow,1
4238,AlarmClock,Pillow,1
4239,Apple,Pillow,1
4240,AppleSliced,Pillow,1
4241,BaseballBat,Pillow,1
4242,BasketBall,Pillow,1
4243,Book,Pillow,1
4244,Bowl,Pillow,1
4245,Box,Pillow,1
4246,Bread,Pillow,1
4247,BreadSliced,Pillow,1
4248,ButterKnife,Pillow,1
4249,CD,Pillow,1
4250,Candle,Pillow,1
4251,CellPhone,Pillow,1
4252,Cloth,Pillow,1
4253,CreditCard,Pillow,1
4254,Cup,Pillow,1
4255,DeskLamp,Pillow,1
4256,DishSponge,Pillow,1
4257,Egg,Pillow,1
4258,Faucet,Pillow,1
4259,FloorLamp,Pillow,1
4260,Fork,Pillow,1
4261,Glassbottle,Pillow,1
4262,HandTowel,Pillow,1
4263,HousePlant,Pillow,1
4264,Kettle,Pillow,1
4265,KeyChain,Pillow,1
